id,title,avg_comp_score
911,Billy Hill,-0.5242
912,Billy Idol,0.385052381
913,Billy Jo Spears,0.9914
914,Billy Joel,0.328368493
915,Billy Ocean,0.716175
916,Billy Ray Cirrus,-0.6175
917,Billy Ray Cyrus,-0.7052
918,Billy Sanders,-0.8741
919,Billy Sawn,0.3313
920,Billy Sawn And Kriss Kristofferson,0.9896
921,Billy Squier,0.2871
922,Billy Ze Kick Et Les Gamins En Folies,0.8429
923,Binary Test Record,-0.858
924,Bing Crosby,0.9046
925,Bino,0.0516
926,Binocular,-0.112325
927,Biohazard,-0.467883871
928,Biplan,#N/A
929,Biqu&#237;ni Cavadao,-0.296
930,Birdbrain,-0.9651
931,Birkin Jane,-0.128
932,Bishop Elvin,0.9538
933,Bishop Of Hexen,-0.282933333
934,Bishop Stephen,0.94735
935,Bittner Andreas,#N/A
936,Bizmarkie,0.9945
937,Bizzy Bone,-0.77685
938,Bjaouml;rk,0.0169875
939,Bjelleklang,0.200175
940,Bjork,0.38328
941,Black,0.479369048
942,Black Box,0.9439
943,Black Boy,0.8727
944,Black Clint,-0.423325
945,Black Crowes,0.165905769
946,Black Eyed Peas,0.413091304
947,Black Faouml;aouml;s,-0.88165
948,Black Flag,-0.17045
949,Black Frank,0.463430303
950,Black Happy,-0.07815
951,Black Hills Country Band,0.148163636
952,Black Ingvars,#N/A
953,Black Lab,0.407592308
954,Black Market Farts,0.155375
955,Black Mary,0.149325
956,Black Men United,0.7906
957,Black Project,-0.5882
958,Black Rob,0.9912
959,Black Sabbath,-0.131801724
960,Black Train Jack,0.16055
961,Blackburn Fiona,0.657607143
962,Blackfoot,0.244233333
963,Blackfoot Sue,-0.802
964,Blackhawk,0.447205556
965,Blackjack,0.292625
966,Blackmores Night,0.428327273
967,Blackout,0.68695
968,Blackout All-stars,0.9994
969,Blackstar,0.13598
970,Blackstreet,0.621642857
971,"Blackstreet (feat Dr.dre, Queen Pen)",-0.8396
972,Blackstreet And Dr. Dre,0.9751
973,"Blackstreet Feat. Mya, Mase, Blinky Bill",0.9871
974,Blade,-0.12755
975,Blah,0.9059
976,Blake Babies,0.152161905
977,Blake Shelton,0.8326
978,Blancmang,-0.472533333
979,Blandauml;ck Faouml;aouml;s,-0.81695
980,Blando Deborah,-0.2134
981,Blaque,0.995
982,Blasphemous,-0.6072
983,Blasphemy,-0.843583333
984,Blaulicht 112,-0.9708
985,Blauuml;mchen,-0.542275
986,Blauuml;mchen Feat. Yta Farrow,-0.9823
987,Bleach,0.8658
988,Bleak,0.398085714
989,Blenders,0.9773
990,Blessed Union Of Souls,-0.652
991,Blessid Union of Souls,0.59005
992,Blf,#N/A
993,Blige Mary J,0.9931
994,Blige Mary J.,0.9872
995,Blind Date,-0.9845
996,Blind Ernie,-0.6478
997,Blind Faith,0.308085714
998,Blind Guardian,-0.371529577
999,Blind Melon,-0.160675
1000,Blindmans Holiday,0.312075
1001,Blindside,0.383041667
1002,Blink 182,0.033455914
1003,Blink-182,0.046634694
1004,Bliss,-0.8342
1005,Blitzkrieg,0.643
1006,Blof,-0.39525
1007,Blondie,0.153719048
1008,Blood,-0.652984848
1009,Blood Brothers,0.1488
1010,Blood Duster,-0.3919
1011,"Blood, Sweat And Tears",0.01325
1012,Bloodhoud Gang,-0.7808
1013,Bloodhound Gang,0.298235294
1014,Bloodlet,-0.4215
1015,Bloodshed,-0.838633333
1016,Bloodthorn,-0.604866667
1017,Bloom On,0.07268
1018,Blossom (blauuml;mchen),0.733726316
1019,Blouin Johanne,-0.193725
1020,Blowfish,-0.7351
1021,Blu Cantrell,0.597023077
1022,Blue,0.658346154
1023,Blue Angel,0.421763636
1024,Blue Boy,#N/A
1025,Blue Diamonds,-0.8741
1026,Blue Highway,0.0105
1027,Blue Jays,-0.066645455
1028,Blue Mink,0.8441
1029,Blue Moons,0.7506
1030,Blue Nile,0.8387
1031,Blue Oyster Cult,-0.001775
1032,Blue Rodeo,0.2107
1033,Blue Swede,0.9589
1034,Blue System,0.19302
1035,Bluemchen,-0.520061538
1036,Blues Brothers,0.680535294
1037,Blues Traveler,0.326755556
1038,Blumenfeld Hugh,0.424283333
1039,Blumentopf,-0.982046667
1040,Blumfeld,-0.86298
1041,Blur,0.17627971
1042,Blut Aus Nord,-0.019425
1043,Blvd,-0.8496
1044,Bo,-0.9677
1045,Bo Anderson,-0.5994
1046,Bo Diddley,0.9246
1047,Bob,-0.9979
1048,Bob Carlisle,0.9984
1049,Bob Dylan,0.23324788
1050,Bob Dylan   Guns N Roses,0.7215
1051,Bob Dylan And Guns Nroses,0.7215
1052,Bob Geldof,-0.023
1053,Bob Hund,0.4588
1054,Bob Lapoire Car,-0.9149
1055,Bob Marley,0.162021296
1056,Bob Martin,-0.88045
1057,Bob Mcdill,0.6254
1058,Bob Rivers Comedy Corp,-0.0084
1059,Bob Seger,0.337066
1060,Bobbie Singer,0.4871
1061,Bobby Boris Pickett,0.5574
1062,Bobby Fuller Four,-0.802
1063,Bobby Goldsboro,-0.0688
1064,Bobby Mc Ferrin,0.9857
1065,Bobby Mcferrin,-0.0007
1066,Bobby Socks,0.6597
1067,Bobby Solo,-0.8439
1068,Bobby Vinton,0.7717
1069,Bobo In White Wooden Houses,0.282325
1070,Bobs,0.393946154
1071,Boc,0.989
1072,Bodeans,0.61385
1073,Body Count,0.58965
1075,Bodyjar,-0.028794737
1076,Boehse Onkelz,-0.758650877
1077,Boeijen Frank,-0.579534043
1078,Boekan,#N/A
1079,Boel Hanne,0.8999
1080,Bofill Angela,0.96245
1081,Bogart,0.9111
1082,Bogguss Suzy,0.44542
1083,Bogle Eric,0.6879
1084,Bohemia Suburbana,-0.60375
1085,Boiled In Lead,0.23150625
1086,Bolland And Bolland,0.9958
1087,Bolt Thrower,-0.739208772
1088,Bolton Michael,0.784142857
1089,Boltz Ray,0.54752
1090,Bomben Auf Monte Carlo,-0.988
1091,Bon Jovi,0.356630151
1092,Bon Jovi Jon,0.9579
1093,Bon With Daniel Lanois,0.3472
1094,Bone Alex,0.5859
1095,Bone Thugs-n-harmony,-0.3904
1096,Boney M,0.234268889
1097,Boney M.,0.409419149
1098,Boney Nem,0.428866667
1099,Bonham Tracy,0.183388889
1100,Bonnie Bianco,-0.00095
1101,Bonnie Bianco And Pierre Cosso,0.4753
1102,Bonnie Raitt,0.55215
1103,Bonnie Tyler,0.41831
1104,Bonnie Tyler And Mike Oldfield,-0.4404
1105,Bonny Tyler,-0.9088
1106,Bono,0.0668
1107,Bonzo Dog Doo Dah Band,0.7685
1108,Boo Radleys,0.9765
1109,Boogie Down Productions,-0.191566667
1110,Book Of Love,0.187542857
1111,Booker Newbarry Iii,0.9923
1112,Boomtown Rats,-0.02345
1113,Boomy (noch Unbekannt!!!),0.9768
1114,Boomy (unbekannt!!!),0.9183
1115,Boone Daniel,0.9902
1116,Boone Pat,0.6402
1117,Boot,-0.6633
1118,Boris Gardiner,0.9062
1119,Borja John,-0.128
1120,Borknagar,-0.582453333
1121,Born Against,-0.289817391
1122,Borrowers,0.1053
1123,Borsato Marco,-0.579428571
1124,Bosson,0.89945
1125,Boston,0.702823333
1126,Botho Luckas Chor,-0.8591
1127,Bots,#N/A
1128,Bottle Rocket,0.5618125
1129,Bottomley John,0.46667
1130,Boudewijn De Groot,-0.8644
1131,Boulevard,-0.0772
1132,Bounty Killer,0.3182
1133,Bourbon Gautier,0.5106
1134,Bow Wow Wow,0.13068
1135,Bowie David,0.352078571
1136,Bowling for Soup,-0.01705
1137,Box Car Racer,0.047290909
1138,Box Tops,0.815775
1139,Boy,-0.902625
1140,Boy George,0.048907143
1141,Boy Hits Car,-0.396966667
1142,Boy Kicks Girl,0.249281818
1143,Boy Meets Girl,0.9861
1144,Boyd Jim,-0.2343875
1145,Boys Dont Cry,-0.8667
1146,Boys Town Gang,0.99645
1147,Boysband,#N/A
1148,Boytronic,0.18845
1149,Boyz,0.87104
1150,Boyz ii Men,0.604396842
1151,Boyz Ii Men (featuring Chante Moore),0.9846
1152,Boyzone,0.608534483
1153,Boz Scaggs,-0.8576
1154,Bozzio Dale,0.8307
1155,Bpm,#N/A
1156,Br5-49,0.750266667
1157,Bracket,-0.7351
1158,Brad Paisley,0.60864
1159,Bradley Michael,0.202933333
1160,Bradtke And Alisch,-0.9309
1161,Bradtke And Cleber,-0.8316
1162,Bradtke And Dobschinski,-0.9569
1163,Bradtke And Halletz,-0.9789
1164,Bradtke And Mure,#N/A
1165,Bradtke And Schulz-reichel,-0.9555
1166,Bradtke And Simon,-0.8926
1167,Brady Paul,0.961866667
1168,Bragg Billy,0.269332258
1169,Braindead,-0.296
1170,Brainers,0.11778
1171,Brainpool,0.592591667
1172,Bran Van 3000,0.177133333
1173,Brand New Heavies,0.452757143
1174,Brand Oscar,0.9586
1175,Brandmeier Jonathon,-0.211875
1176,Brandt Paul,0.67125
1177,Branduardi Angelo,-0.1648375
1178,Brandy,0.5779
1179,Brandy And Monica,-0.9474
1180,"Brandy Feat. Tamia, Gladys Knight And Chaka Khan",-0.3481
1181,"Brandy, Tamia, Glady&#180;s Knight And Chaka Khan",-0.6249
1182,Branigan Laura,0.336514286
1183,Brant Mike,0.7184
1184,Brasil,-0.9874
1185,Bravo All Stars,0.8934
1186,Bravos,0.066
1187,Braxton Toni,0.884533333
1188,Braxtons,0.915214286
1189,Bread,0.459767273
1190,Bread And Juice,0.33259
1191,Breaking My Heart,-0.4915
1192,Breakout,-0.8517
1193,Breathe,0.05768
1194,Breckman Andy,0.8144
1195,Breeders,0.191690909
1196,Breeze,0.9979
1197,Bregenzerwandauml;lder Dorfmusik,-0.936
1198,Breiten And Jussenhofen,-0.8316
1199,Breiten And Komp,-0.9505
1200,Brel Jacques,0.9916
1201,Brian Adams,0.531666667
1202,Brian Kirk And The Jirks,-0.087057143
1203,Brian May,0.519866667
1204,Brian Mcknight,0.598116667
1205,Brian Setzer Orchester,0.7469
1206,Brian Setzer Orchestra,0.228284211
1207,Brian Wilson,0.9081
1208,Brick,-0.29055
1209,Brickell Edie And New Bohemians,0.53682
1210,Brickman Jim,0.868566667
1211,Bride,0.114728571
1212,Brightman Sarah,0.306038462
1213,"Brightman, Sarah",0.9349
1214,Brincando De Deus,0.15955
1215,Brisport Trevor,-0.9582
1216,Britney Spears,0.680997333
1217,Broadway Actors,0.9834
1218,Broadways,0.7391
1219,Brodys,-0.5729
1220,Broery Pesolima,#N/A
1221,Broken Hope,-0.7483
1222,Brokop Lisa,0.15025
1223,Bromell Peter,-0.8662
1224,Bronski Beat,0.3756875
1225,Brooke Allison,0.872
1226,Brooke Jonatha,0.451266667
1227,Brooklyn Bridge,0.9627
1228,Brooks & Dunn,0.120631373
1229,Brooks And Dunn,0.79725
1230,Brooks Garth,0.380747368
1231,Brooks Meredith,-0.0206
1232,Brooks Shelton,0.8683
1233,Broonzy Big Bill,0.9971
1234,Bros,0.536233333
1235,Brother Alaska,-0.134475
1236,Brother Beyond,0.9959
1237,Brother Cain,-0.8431
1238,Brother Cane,0.07305
1239,Brother Phelps,0.34
1240,Brotherhood Of Man,0.9986
1241,Brothers,0.9712
1242,Brothershood Of Man,0.570466667
1243,Broussard Trina,0.9451
1244,Brown Bobby,0.9573
1245,Brown Carlinhos,0.25
1246,Brown Errol,-0.4215
1247,Brown Foxy,0.343933333
1248,Brown Ian,-0.3951
1249,Brown James,0.9134
1250,Brown Jennifer,0.272781818
1251,Brown Joanna Lynn,0.9702
1252,Brown Jocelyn,0.9901
1253,Brown Julie,0.338166667
1254,Brown Junior,-0.6652
1255,Brown Lew,0.7845
1256,Brown Sam,0.308464286
1257,Browne Jackson,0.398418421
1258,Brownstone,0.0719
1259,Bruce And Bongo,0.897533333
1260,Bruce Bornsby,0.35315
1261,Bruce Bornsby And The Range,0.51515
1262,Bruce Channel,0.8309
1263,Bruce Channel (dirty Dancing Soundtrack),0.9097
1264,Bruce Dickinson,-0.208581081
1265,Bruce Hornesby,-0.2287
1266,Bruce Hornsby,-0.2287
1267,Bruce Low,-0.894114286
1268,Bruce Springsteen,0.393301282
1269,Bruda Sven,-0.96875
1270,Bruel Patrick,-0.7696
1271,Brujeria,-0.497885714
1272,Brumby Monique,0.8384
1273,Brunner And Brunner,-0.712938889
1274,Brutal Truth,-0.382676471
1275,Brutality,-0.79572
1277,Bryan Ferry,0.395757143
1278,Bryan White,0.8807
1279,Bryant Richard,0.3433875
1280,Bryson Peabo,0.961966667
1281,B-side,0.4677
1282,Bt,-0.90715
1283,Bubba Sparxxx,-0.52506
1284,Bucci Antonella,-0.195053846
1285,Buck Fizz,0.846825
1286,Buck-0-nine,-0.160363636
1287,Buckcherry,0.720325
1288,Buckingham Lindsey,0.2348
1289,Buckingham Nicks,0.6124
1290,Buckinghams,0.416466667
1291,Bucklew Wendy,0.408711111
1292,Buckley Jeff,0.9789
1293,Bucks Fizz,0.6868
1294,Buckshot Lefonque,0.179528571
1295,Buddy Desylva,0.9017
1296,Buddy Holly,0.479914286
1297,Buddy Meredith,0.9636
1298,Budgie,0.637333333
1299,Buen Color,-0.63605
1300,Buffalo Springfield,-0.028546154
1301,Buffalo Tom,-0.095986957
1302,Buffett Jimmy,0.191133333
1303,Buffy,0.89355
1304,Buggles,-0.307
1305,Built To Spill,0.16455
1306,Buitres,-0.497358065
1307,Bujelo Dugme,-0.7003
1308,Buju Banton,0.81895
1309,Bullion,0.0258
1310,Bullock Geoff,0.98325
1311,Bully,-0.9007
1312,Bully Buhlan,-0.8446
1313,Bunbury,-0.405385714
1314,Bundies,0.7903
1315,Buonocore Nino,-0.43082
1316,Burl Ives,0.978
1317,Burlap To Cashmere,0.339788889
1318,Burnett T-bone,-0.9651
1319,Burnette Billy,0.631
1320,Burns Robert,0.52406125
1321,Burt Bacharach,0.505633333
1322,Burton Tim,0.357418182
1323,Burzum,-0.048557692
1324,Bus Stop,-0.9844
1325,Bush,0.245205479
1326,Bush Kate,0.324474468
1327,Bush Stan,0.307708333
1328,Busta Flex,-0.7299
1329,Busta Rhymes,-0.068268421
1330,Busta Rhymes Feat. Erykah Badu,0.998
1332,But Alive,-0.958533333
1333,Butchie Boys,0.282266667
1334,Butler Bernard,-0.09018
1335,Butlers,0.124833333
1336,Butt Trumpet,-0.516090909
1337,Butterfingers,0.562727273
1338,Butterfly Temple,0.86
1339,Butthole Surfers,0.144576923
1340,Buzz Poets,0.1560375
1341,Buzzcocks,0.13475
1342,Byrd Tracy,0.325772727
1343,Byrds,0.447213793
1344,Byrne Pat And Joe,-0.0345
1345,Byrnes Jim,0.390725
1346,Bz With Joanne,-0.9352
1347,C,-0.6688
1348,C And c Music Factory,0.986033333
1349,C Block,0.3003
1350,C&#243;mplices,-0.1222
1351,C. Porter,0.4151
1352,C.c. Catch,0.446818182
1353,C.c.c.p.,-0.7704
1354,C.j. Lewis,0.9968
1355,Cabaret Voltaire,0.3206
1356,Cabrel Francis,-0.16437
1357,Caco,-0.8807
1358,Cadaverous Condition,0.340266667
1359,Cadell Meryn,0.1512
1360,Cadets,0.9881
1361,Cadillac Moon,0.457881818
1362,Caedmons Call,0.19438
1363,Caesar,0.200975
1364,Cafard Rose,0.13352
1365,Cafe Tacuba,-0.495911111
1366,Caffeine,-0.1576
1367,Cafferty John,-0.7783
1368,Cage Nicolas,0.8074
1369,Cagnet,0.597016667
1370,Caifanes,-0.471443478
1371,Cain Taine,-0.6923
1372,Cake,0.370159322
1373,Calamaro Andres,-0.8402
1374,Caldwell And Halls,0.9523
1375,Caldwell Bobby,0.390572727
1376,Caliban,-0.9442
1377,California Randy,0.9571
1378,Calimeros,-0.743
1379,Callenish Circle,-0.892833333
1380,Calling,0.41611
1381,Calloway,0.9627
1382,Calvert Robert,0.32544
1383,Calvi John,0.936
1384,Camel,0.0657875
1385,Cameno,0.6908
1386,Cameo,0.9842
1387,Camilla,-0.5204
1388,Camouflage,0.282265217
1389,Campaign,0.644
1390,Campbell Glen,0.630116667
1391,Campbell Ian,0.6369
1392,Campbell Tevin,0.370171429
1393,Camper Van Beethoven,0.96145
1394,Campet,#N/A
1396,Canadian Bush Party,0.1602
1397,Candellight Sisters,-0.9865
1398,Candlebox,0.360066667
1399,Candlemass,-0.109225
1400,Candyskins,0.9319
1401,Canibus,0.9913
1402,Canned Heat,0.090833333
1403,Cannibal Corpse,-0.879702941
1404,Cantoamerica,-0.5544
1405,Cantor Eddie,0.8522
1406,Cantrell Jerry,0.049607692
1407,Capaldi Jim,0.9178
1408,Capdevielle Jean-patrick,0.4003
1409,Capella,0.270966667
1410,Capercaillie,0.125884615
1412,Cappuccino,-0.9336
1413,Cappucino,-0.9944
1414,Captain And Tenille,0.9559
1415,Captain And Tennille,0.9973
1416,Captain Beefheart,0.2748
1417,Captain Beyond,0.0233125
1418,Captain Hollywood,-0.197
1419,Captain Jack,0.043033333
1420,Captain Sensible,0.42385
1421,Captain Tractor,-0.138088889
1422,Cara Irene,0.389466667
1423,Caravelles,-0.7096
1424,Carboni Luca,-0.7416
1425,Carcass,-0.531151923
1426,Card Michael,0.37396875
1427,Cardigans,0.241713433
1428,Carentin,-0.306142857
1429,Carey Mariah,0.49820625
1430,Carfi George,0.9352
1431,Carina Fischer Mantler,-0.9351
1432,Carl Douglas,-0.68785
1433,Carl Max,0.7007
1434,Carl Niessen,-0.3753
1435,Carl Thomas,0.333078571
1436,Carlene Carter,0.74
1437,Carlin George,0.10575
1438,Carlisle Belinda,0.392066667
1439,Carlisle Bob,0.9643
1440,Carlos Miranda,-0.9432
1441,Carlos Roberto,-0.3774
1442,Carly Simon,0.50775
1443,Carman,0.4536
1444,Carmen,#N/A
1445,Carmen Eric,0.557175
1446,Carnes Kim,0.375442857
1447,Carnie Roland,-0.743
1448,Carnivore,-0.907866667
1449,Carol King,0.809566667
1450,Carola Handauml;ggkvist,0.9942
1451,Carole King,0.9831
1452,Caroline Loeb,0.0772
1453,Carolines Spine,0.257312
1454,Carpenter Karen,0.9602
1455,Carpenter Mary-chapin,0.294815385
1456,Carpenter Richard,-0.181
1457,Carpenters,0.564332308
1458,Carr Vikki,0.7858
1459,Carrack Paul,0.04485
1460,Carrapicho,0.7579
1461,Carrell Rudi,-0.9899
1462,Carreras Jose,0.9975
1463,Carriere,-0.97255
1464,Carroll Bruce,0.74575
1465,Carryl Charles,0.1997
1466,Cars,0.3545
1467,Carson Jeff,0.9623
1468,Carson Lori,0.867966667
1469,Carter Aaron,0.28131
1470,Carter Carlene,0.307542857
1471,Carter Deana,0.502655
1472,Carter Family,0.7391
1473,Carter Mel,0.9612
1474,Carter Nick,-0.7266
1475,Carter The Unstoppable Sex Machine,0.5267
1476,Carterina Valente,-0.8257
1477,Cartman Eric,0.9509
1478,Cartoons,0.04625
1479,Cascades,0.0918
1480,Case,0.702015385
1481,Casella Fabrizio,-0.6597
1482,Cassidy David,0.604
1483,Cassidy Shaun,0.907
1484,Cast,0.3482
1485,Castells,0.9432
1486,Castelnuovo Mario,0.5859
1487,Castro Cristian,-0.44865
1488,Castro Tommy,-0.947
1489,Castrum,-0.898942857
1490,Cat Power,-0.40905
1491,Cat Stevens,0.437319643
1492,Catatonia,-0.112715789
1493,Catch,0.309525
1494,Catch 22,-0.17148
1495,Catch 7,-0.26365
1496,Caterina Valente,-0.5789875
1497,Cathedral,-0.105486667
1498,Catherine Terry,#N/A
1499,Cathy And Coins,0.5661
1500,Catlamaya,#N/A
1501,Cats,-0.3483
1502,Cattivi Pensieri,-0.48366
1503,Caught In The Act,0.638977778
1504,Cause And Effect,0.104452941
1505,Caussimon Jean-roger,-0.25
1506,Cave Nick,0.045859701
1507,Cazuza,-0.3729
1509,C-block,0.6104
1510,Cccp,-0.355181818
1511,Ccr,-0.04982
1512,Cdb,0.97075
1513,Ceberano Kate,0.58575
1514,Cecilia,0.08645
1515,Cecilia Gayle,0.7506
1516,Celine Dion,0.631517431
1517,Celine Dion (duet With Luciano Pavarotti),0.9931
1518,Celine Dion (titanic Soundtrack),0.8625
1519,Celine Dion And Barbra Streisand,0.9878
1520,Cellophane,0.251833333
1521,Celtas Cortos,-0.52806
1522,Celtic Folk,0.543732432
1523,Celtic Frost,-0.243440909
1524,Cemetery Of Scream,-0.3879
1525,Century,-0.9857
1526,Cerbone Lisa,0.152281818
1527,Cervenka Exene,-0.1901
1528,Cesar Chico,#N/A
1529,Cetera Peter,0.68025
1530,Cetinski Tony,#N/A
1531,Cha Cha,0.7091
1532,Chad And Jeremy,0.8442
1533,Chad Brock,0.9432
1534,Chad Mitchell Trio,0.465933333
1535,Chagani Umair,0.63803
1536,Chai Xiong,-0.296
1537,Chaka Demus And Pliers,0.8247
1538,Chaka Khan,0.716037255
1539,Chalmers David,0.2168
1540,Chambers Brothers,0.9954
1541,Chameleons,-0.136289474
1542,Chamer Buan,-0.9761
1543,Champagne,0.5485
1544,Champion Eric,-0.9407
1545,Chancho En Piedra,-0.672242105
1546,Chandelier,0.2191125
1547,Chandler Kim,0.4019
1548,Channel 3,-0.8411
1549,Channel Bruce,0.9097
1550,Channel Zero,-0.184233333
1551,Chantal Kreviazuk,0.233009524
1552,Chaotic Youth,-0.7712
1553,Chapin Harry,0.8689
1554,Chaplin Charlie,0.374366667
1555,Chapman Beth Nielsen,0.569933333
1556,Chapman Gary,0.588257143
1557,Chapman Steven Curtis,0.802920833
1558,Chapman Tracy,0.377119512
1559,Charity,0.9938
1560,Charlatans,0.0195
1561,Charlene,0.9971
1562,Charles 6 Eddie,0.5267
1563,Charles Anazvour,0.9811
1564,Charles And Eddie,0.5267
1565,Charles Aznavour,0.9684
1566,Charles Calhoun,0.9234
1567,Charles Jerome,0.9854
1568,Charles Ray,0.312233333
1569,Charlie Chaplin,-0.1779
1570,Charlie Daniels Band,-0.0883
1571,Charlotte Church,#N/A
1572,Charlotte Nielssen,0.9633
1573,Charlotte Nilsson,0.9231
1574,Charly Lownoise And Mental Theo,0.7436
1575,Charly Rich,0.958
1576,Charvet David,0.1972875
1577,Chattanooga,0.6852
1578,Cheap Trick,0.327216807
1579,Checker Chubby,0.9747
1580,Cheech And Chong,-0.60815
1581,Cheech Marin And Tommy Chong,0.8402
1582,Cheiro De Amor,0.332433333
1583,Chelsia Chan,0.8607
1584,Chely Wright,-0.7318
1585,Chemical Brothers,0.8556
1586,Chemlab,-0.2533
1587,Cher,0.43464625
1588,Cherry Bombshell,#N/A
1589,Cherry Coke,#N/A
1590,Cherry Neneh,0.39662
1591,Cherry Poppin Daddies,0.16904
1592,Chesney Hawkes,0.9559
1593,Chesney Kenny,0.786575
1594,Chesnutt Mark,0.523591667
1595,Chesnutt Vic,0.307333333
1596,Chess,0.25648
1597,Chevalier Maurice,0.9887
1598,Chevelle,-0.589033333
1599,Cheyney Carmina,-0.9777
1600,Chi Coltrane,0.3054
1601,Chiara,0.9847
1602,Chic,0.391525
1603,Chicago,0.49481784
1604,Chicago Bears Shufflin Crew,0.9989
1605,Chicken Shed Theatre,0.9686
1606,Chiclete Com Banana,0.8402
1607,Chico Buarque,-0.288007407
1608,Chico Science,-0.496175
1609,Chicory,0.8601
1610,Chicos Tn-acos,#N/A
1611,Chief Basil And The Offbeat Allstars,0.73925
1612,Chieftains,-0.228733333
1613,Chiffons,-0.6239
1614,Children Of Bodom,-0.9545
1615,Childs Toni,0.047933333
1616,Chills,0.346536364
1617,Chilly,0.942875
1618,China Crisis,0.9545
1619,Chit&#227;ozinho And Xoror&#243;,#N/A
1620,Chocolate,-0.9661
1621,Choke N Gag,-0.9497
1622,Chopper,-0.6905
1623,Chordettes,0.9081
1624,Chorus Of Ruin,-0.36595
1625,Chris And Cosey,0.4059
1626,Chris Andrews,0.069433333
1627,Chris Cagle,0.338866667
1628,Chris Cornell,0.178904348
1629,Chris De Burgh,0.293691304
1630,Chris Gaines,0.7579
1631,Chris Howland,#N/A
1632,Chris Isaak,0.444766346
1633,Chris Ledoux,-0.8532
1634,Chris Montez,-0.928
1635,Chris Moutas Feat. Mr. Soop,-0.2451
1636,Chris Norman,0.61634
1637,Chris Norman And Roland Kaiser,-0.5994
1638,Chris Rea,0.40589375
1639,Chris Roberts,-0.789
1640,Chris Speding,0.7809
1641,Chris Wolff,-0.77365
