title,followers_count,genres,popularity
Tina Arena,33698,"['australian dance', 'australian pop', 'europop']",51
Tina Arena,33698,"['australian dance', 'australian pop', 'europop']",51
Carolyn Arends,1011,['christian christmas'],15
Aretha Franklin,1148105,"['adult standards', 'christmas', 'classic funk rock', 'funk', 'jazz blues', 'memphis soul', 'pop', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'vocal jazz']",72
Argent,11720,"['art rock', 'blues-rock', 'british blues', 'canterbury scene', 'classic rock', 'progressive rock', 'psychedelic rock', 'southern rock', 'symphonic rock']",35
HL Arguments,21,[],2
Arid,6279,['belgian rock'],29
Ricardo Arjona,1555096,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",77
Arkarna,924,[],24
Armageddon,316,[],37
Joan Armatrading,58397,"['folk', 'folk christmas', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter']",50
Armored Saint,20011,"['glam metal', 'hard rock', 'metal', 'neo-trad metal', 'nwobhm', 'nwothm', 'speed metal', 'thrash metal']",40
Louis Armstrong,1250780,"['adult standards', 'christmas', 'dixieland', 'jazz', 'jazz blues', 'jazz christmas', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",71
Army Of Lovers,8974,"['europop', 'swedish pop']",39
Arrested Development,63647,"['hip hop', 'rap']",52
Arrogant Worms,4757,['comic'],32
Arrow Benjamin,3857,[],59
Art Garfunkel,113498,"['adult standards', 'folk', 'folk christmas', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",51
The Crazy World Of Arthur Brown,2874,['psychedelic rock'],27
Articolo 31,143383,"['italian arena pop', 'italian hip hop', 'italian pop']",57
Artificial Joy Club,264,['canadian indie'],9
Ha*Ash,1657839,"['latin', 'latin arena pop', 'latin pop', 'pop']",77
Ashanti,1002007,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop christmas', 'pop rap', 'r&b', 'rap', 'soul christmas', 'southern hip hop', 'urban contemporary']",73
Ashford & Simpson,100247,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",49
Ashley Ballard,136,[],0
Ashley Stove,58,[],2
"Ashton, Gardner & Dyke",321,[],22
Susan Ashton,4985,"['christian music', 'deep christian rock']",37
Asia,132039,"['album rock', 'art rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",55
Asian Dub Foundation,37800,"['big beat', 'electronic']",38
Asphyx,19020,"['black thrash', 'brutal death metal', 'death metal', 'deathgrind', 'doom metal', 'goregrind', 'grindcore', 'metal', 'technical death metal', 'thrash metal']",34
Ass Ponys,783,[],11
Assalti Frontali,9528,"['italian hip hop', 'italian indie pop']",31
Green Assassin Dollar,1471,"['chillhop', 'lo beats']",53
David Assayag,1155,[],32
The Association,43564,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'singer-songwriter', 'soft rock']",48
Florian Ast,1840,"['mundart', 'swiss hip hop']",36
Asterix,870,[],3
Willy Astor,5277,"['kabarett', 'liedermacher']",36
Aswad,49907,"['dancehall', 'dub', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",44
At The Drive In,140096,"['alternative metal', 'alternative rock', 'dance-punk', 'emo', 'funk rock', 'garage rock', 'indie rock', 'modern rock', 'nu metal', 'post-hardcore']",53
At The Gates,85720,"['black metal', 'brutal death metal', 'death metal', 'deathgrind', 'groove metal', 'melodic death metal', 'metal', 'metalcore', 'speed metal', 'swedish metal', 'technical death metal', 'thrash metal']",51
Atari Teenage Riot,20517,"['digital hardcore', 'hardcore techno', 'industrial', 'industrial metal', 'industrial rock']",35
The Ataris,87765,"['emo', 'modern rock', 'pop punk', 'pop rock', 'punk', 'skate punk']",56
ATC,6497,[],52
A*Teens,46920,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'pop christmas']",49
Atemlos,429,[],0
Aterciopelados,207023,"['colombian rock', 'cumbia', 'latin', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']",57
Atheist,20151,"['brutal death metal', 'death metal', 'deathgrind', 'jazz metal', 'metal', 'speed metal', 'technical death metal', 'thrash metal']",31
Athenaeum,1573,['grunge pop'],22
A.Ti,16,['hard minimal techno'],4
Chet Atkins,34548,"['country christmas', 'nashville sound', 'traditional country']",46
Atlanta Rhythm Section,50235,"['album rock', 'art rock', 'blues-rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",50
Atlantic Starr,146766,"['classic funk rock', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",52
Lower Than Atlantis,79263,['british alternative rock'],54
Atomic Kitten,94170,"['bubblegum dance', 'candy pop', 'dance pop', 'europop']",56
Atomic Opera,371,[],2
Atrocity,4094,[],22
Attaque 77,194880,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",59
Louise Attaque,119328,"['chanson', 'french reggae', 'french rock', 'reggae fusion']",55
Attica Blues,833,['trip hop'],10
Au Pairs,7069,"['dance rock', 'experimental rock', 'no wave', 'post-punk', 'uk post-punk']",29
Audio Adrenaline,70406,"['ccm', 'christian alternative rock', 'christian christmas', 'christian hip hop', 'christian music', 'christian rock', 'worship']",49
Audioslave,1295826,"['alternative metal', 'alternative rock', 'hard rock', 'modern rock', 'nu metal', 'permanent wave', 'post-grunge', 'rap metal', 'rap rock', 'rock']",72
Audiovent,8425,[],29
Audioweb,449,['madchester'],10
Audrey Landers,1114,['schlager'],21
Hugues Aufray,13295,"['cabaret', 'chanson']",42
Au/Ra,12148,['indie electro-pop'],58
Ausseer Hardbradler,811,['austropop'],18
Ausseer Hardbradler,811,['austropop'],18
Julian Austin,1211,['canadian country'],7
Austin Lounge Lizards,620,[],12
Patti Austin,48980,"['adult standards', 'jazz christmas', 'quiet storm', 'smooth jazz', 'soft rock', 'soul christmas']",51
Sherrié Austin,8680,"['country', 'country dawn']",21
Austria 3,5696,['austropop'],37
Austria 7,1,[],0
The Auteurs,5050,"['britpop', 'madchester']",30
Fit For An Autopsy,36128,"['brutal deathcore', 'death core', 'melodic metalcore', 'progressive deathcore']",48
Ava Max,278,[],44
The Avalanches,167417,"['alternative dance', 'australian dance', 'electronic', 'indie christmas', 'indietronica', 'new rave']",59
Mickey Avalon,43448,[],48
Avant,445662,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",59
Dingdong Avanzado,9548,['opm'],37
Avatar,84733,"['groove metal', 'melodic death metal']",56
The Avengers,2837,[],25
Avi Toledano,163,"['hebrew pop', 'mizrahi']",11
Aviador Dro,3797,['spanish new wave'],29
Avril Lavigne,2456992,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'pop christmas', 'post-teen pop']",77
Awaken I Am,6644,"['post-screamo', 'progressive post-hardcore']",38
The Axis of Awesome,22577,"['antiviral pop', 'comic']",44
Awie,22293,['malaysian pop'],43
Lillian Axe,5288,"['glam metal', 'hard rock', 'sleaze rock']",25
Axel Rudi Pell,45957,"['german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'progressive metal', 'speed metal']",51
Axelle Red,9429,"['belgian rock', 'chanson', 'french pop']",48
Ayman Zabeeb,4962,['arab pop'],35
Az Yet,67308,"['new jack swing', 'r&b', 'urban contemporary']",42
Azeroth,834,['latin metal'],8
Charles Aznavour,182468,"['cabaret', 'chanson', 'world christmas']",62
Aztec Camera,29638,"['britpop', 'dance rock', 'madchester', 'melancholia', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'uk post-punk']",45
Azucar Moreno,43451,"['latin christmas', 'spanish pop', 'spanish pop rock']",46
Azure,1040,[],37
Eric B. & Rakim,172800,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'turntablism']",56
B*Witched,47880,"['bubblegum dance', 'dance pop', 'europop']",50
B.B. King,1085163,"['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'jazz blues', 'jazz christmas', 'memphis blues', 'memphis soul', 'modern blues', 'soul', 'soul blues', 'texas blues', 'traditional blues']",66
The Notorious B.I.G.,2418320,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']",81
Jon B.,318250,"['dance pop', 'funk', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",57
BA Robertson,311,[],19
B.G. The Prince Of Rap,1718,"['eurodance', 'hip house']",29
B.R. Hanby,1,[],2
B.T. Express,25998,"['classic funk rock', 'deep funk', 'disco', 'funk', 'jazz funk', 'memphis soul', 'post-disco', 'quiet storm', 'soul']",49
B.V.S.M.P.,243,[],18
B2K,195362,"['boy band', 'dance pop', 'hip pop', 'pop christmas', 'pop rap', 'r&b', 'soul christmas', 'southern hip hop', 'urban contemporary']",58
The B-52's,207757,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'synthpop', 'zolo']",61
Babasónicos,453305,"['argentine rock', 'latin alternative', 'latin christmas', 'latin rock', 'rock en espanol']",68
LION BABE,88549,"['deep indie r&b', 'escape room', 'indie r&b', 'neo soul']",59
Baby Animals,22489,"['australian alternative rock', 'australian pop']",43
Baby Jail,411,"['mundart', 'swiss rock']",11
Babybird,4495,"['britpop', 'madchester']",43
Babyface,412077,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop christmas', 'quiet storm', 'r&b', 'soul christmas', 'urban contemporary']",63
Babyland,669,[],10
Babylon A.D.,8093,"['glam metal', 'hard rock', 'sleaze rock']",29
Babylon Whores,360,['finnish metal'],7
Babylon Zoo,4057,[],40
Baccara,19422,"['disco', 'europop', 'italian disco']",48
Bachman-Turner Overdrive,170184,"['album rock', 'art rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",58
Backyard Babies,33694,"['glam metal', 'sleaze rock', 'swedish alternative rock', 'swedish hard rock', 'swedish indie rock']",47
Bacon Brothers,1129,[],13
Bad Boys Blue,28358,"['eurodance', 'europop', 'italian disco']",49
Bad Company,284929,"['album rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",63
Bad English,53192,"['album rock', 'glam metal', 'hard rock', 'rock']",49
The Bad Examples,98,[],1
Bad Religion,498592,"['melodic hardcore', 'pop punk', 'punk', 'punk christmas', 'skate punk']",65
Badesalz,6296,['kabarett'],32
Badfinger,64553,"['album rock', 'art rock', 'british blues', 'bubblegum pop', 'classic rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",55
The Badlees,518,[],15
The Badloves,6762,['australian pop'],37
Badly Drawn Boy,53538,"['britpop', 'chamber pop', 'folk-pop', 'madchester', 'melancholia', 'singer-songwriter']",49
Erykah Badu,1001530,"['dance pop', 'deep indie r&b', 'funk', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'soul', 'urban contemporary']",70
Joan Baez,199329,"['folk', 'folk christmas', 'folk rock', 'folk-pop', 'mellow gold', 'singer-songwriter', 'traditional folk']",58
Katon Bagaskara,11402,"['dangdut', 'indonesian pop']",38
Claudio Baglioni,91905,"['italian arena pop', 'italian pop']",58
Claudio Baglioni,91905,"['italian arena pop', 'italian pop']",58
Merril Bainbridge,1263,[],27
Ning Baizura,3440,['malaysian pop'],29
Bajaga & Instruktori,3410,['yugoslav rock'],34
Bajaga & Instruktori,3410,['yugoslav rock'],34
Anita Baker,294223,"['classic funk rock', 'disco', 'funk', 'jazz christmas', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'soul christmas', 'urban contemporary']",58
LaVern Baker,10038,"['blues', 'brill building pop', 'chicago blues', 'chicago soul', 'doo-wop', 'jazz blues', 'jump blues', 'memphis blues', 'memphis soul', 'motown', 'new orleans blues', 'northern soul', 'piano blues', 'rock-and-roll', 'rockabilly', 'soul', 'soul blues', 'southern soul']",44
Scott Baker,22,[],0
Scott Bakula,199,[],11
Bal-Sagoth,5427,"['black metal', 'folk metal', 'symphonic black metal', 'viking metal']",24
Balaam And The Angel,918,['gothic rock'],13
Djordje Balasevic,2667,['yugoslav rock'],34
Daniel Balavoine,61632,"['cabaret', 'chanson', 'french pop']",55
Die Bali Hawaiians,2,[],0
David Ball,19595,"['country', 'country road', 'traditional country']",44
Russ Ballard,3882,[],33
Bal-Sagoth,5427,"['black metal', 'folk metal', 'symphonic black metal', 'viking metal']",24
Baltimora,18514,['italian disco'],49
Bambis,10,[],0
The Bamboozlers,4,[],0
Bananafishbones,3023,[],37
Bananarama,128209,"['dance pop', 'dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'pop christmas', 'soft rock', 'soul christmas', 'synthpop']",60
Zac Brown Band,917095,"['contemporary country', 'country', 'country road', 'modern country rock']",75
Band Aid,12066,"['christmas', 'pop christmas']",47
Band De Soleil,5,[],0
Cheiro de Amor,52283,"['axe', 'pagode']",44
Banda Conexão Jesus,1,[],0
Banda El Recodo,883855,"['banda', 'grupera', 'norteno', 'regional mexican']",72
Banda Eva,105822,"['axe', 'mpb', 'pagode']",56
Moonshine Bandits,80653,['redneck'],54
Bang Tango,11683,"['funk metal', 'glam metal', 'hard rock', 'sleaze rock']",27
The Bangles,239361,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'synthpop']",65
Tony Banks,9708,"['art rock', 'neo-progressive', 'progressive rock', 'symphonic rock']",33
Buju Banton,140346,"['dancehall', 'lovers rock', 'reggae', 'reggae fusion', 'roots reggae']",58
B.A.P,302511,"['dance pop', 'k-pop', 'korean pop']",58
Baphomet,1812,[],14
Tom Barabas,606,['new age'],31
Barathrum,3218,[],23
Ana Bárbara,171890,"['grupera', 'latin', 'latin pop', 'ranchera', 'regional mexican']",59
Barbara Dickson,3876,[],38
Barbara Fairchild,1950,"['country gospel', 'nashville sound']",18
Barbarossa,9394,[],43
Didier Barbelivien,8375,"['chanson', 'classic french pop']",35
Adoniran Barbosa,58907,"['bossa nova', 'forro', 'mpb', 'pagode', 'samba', 'velha guarda']",52
Barbra Streisand,283543,"['adult standards', 'cabaret', 'christmas', 'mellow gold', 'operatic pop', 'soft rock']",65
Barclay James Harvest,37458,"['album rock', 'art rock', 'progressive rock', 'symphonic rock']",44
Patricia Bardon,27,[],24
Brigitte Bardot,38406,"['cabaret', 'chanson', 'ye ye']",51
Barenaked Ladies,218727,"['alternative rock', 'canadian indie', 'canadian pop', 'comic', 'neo mellow', 'pop christmas', 'pop rock', 'post-grunge']",63
Barış Manço,181178,['turkish rock'],56
Horton Barker,53,[],2
Gary Barlow,80555,"['boy band', 'europop']",45
Barnes & Barnes,670,[],20
Jimmy Barnes,50773,['australian pop'],55
Dave Barrett,3,[],0
Barrio Boyzz,3746,[],38
Barron Knights,191,[],9
Barry Blue,2164,['glam rock'],25
Barry Gibb,33361,[],50
Len Barry,598,"['northern soul', 'soul christmas']",24
Barry Manilow,228985,"['adult standards', 'bubblegum pop', 'christmas', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock']",63
Barry Mann,1377,"['brill building pop', 'doo-wop']",33
Barry McGuire,7043,"['bubblegum pop', 'folk christmas', 'folk rock']",41
Barry Ryan,3240,['merseybeat'],33
Barry White,465201,"['adult standards', 'classic funk rock', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",66
Rob Base & DJ EZ Rock,25197,"['electro', 'hip house']",48
Basia,23430,['smooth jazz'],43
Dimitris Basis,1776,"['entehno', 'laiko']",36
Fontella Bass,12361,"['brill building pop', 'chicago soul', 'memphis soul', 'motown', 'northern soul', 'soul', 'soul blues', 'southern soul']",54
Shirley Bassey,83117,"['adult standards', 'cabaret', 'christmas', 'easy listening', 'jazz christmas', 'lounge', 'vocal jazz']",52
Bata Illic,2598,"['schlager', 'volksmusik']",33
Tyler Bates,22060,"['epicore', 'scorecore', 'soundtrack', 'video game music']",60
Katherine Lee Bates,1,[],1
Bathory,84328,"['black metal', 'black thrash', 'death metal', 'folk metal', 'metal', 'pagan black metal', 'speed metal', 'swedish metal', 'symphonic black metal', 'thrash metal', 'viking metal']",46
Mike Batt,2355,[],43
Franco Battiato,119122,"['experimental', 'italian pop']",58
Lucio Battisti,103285,['italian pop'],41
Bauhaus,157427,"['alternative rock', 'art rock', 'dance rock', 'dark wave', 'dream pop', 'experimental', 'gothic rock', 'industrial', 'industrial rock', 'new romantic', 'new wave', 'post-punk', 'uk post-punk']",52
Peter Baumann,2578,['kraut rock'],24
Bay Laurel,20,[],0
Baz Luhrmann,2102,[],0
Matia Bazar,14440,"['classic italian pop', 'italian pop']",44
B.B. King,1085164,"['blues', 'blues-rock', 'chicago blues', 'classic rock', 'electric blues', 'jazz blues', 'jazz christmas', 'memphis blues', 'memphis soul', 'modern blues', 'soul', 'soul blues', 'texas blues', 'traditional blues']",66
BBMak,19602,"['boy band', 'europop']",42
BDP,509,[],5
The Beach Boys,1165775,"['brill building pop', 'classic rock', 'folk rock', 'pop christmas', 'psychedelic rock', 'rock', 'singer-songwriter']",73
Beam,320,[],45
Guy Béart,2586,['chanson'],28
Beastie Boys,906873,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap', 'rock']",71
The Beatles,6901427,"['album rock', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",87
Marianne Beate Kielland,155,[],24
Beau Dommage,10524,"['chanson quebecois', 'quebecois']",38
The Beautiful South,101581,"['britpop', 'dance rock', 'europop', 'madchester', 'melancholia', 'new wave pop']",57
